"id","incident_id","name","country","category","subcategory"
"671_1",367,"","United Arab Emirates","Science","Not available"
"672_0",368,"","United States","State institutions / political system","Not available"
"672_1",368,"","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"673_0",369,"","Bangladesh","State institutions / political system","Government / ministries"
"673_1",369,"","Bangladesh","Media","Not available"
"673_2",369,"","Bangladesh","Other","Not available"
"674_0",370,"","Israel","State institutions / political system","Government / ministries"
"675_0",371,"","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"676_0",372,"","India","State institutions / political system","Police"
"677_0",373,"","Iran, Islamic Republic of","Unknown","Not available"
"678_0",373,"","China","Unknown","Not available"
"679_0",374,"","United States","International / supranational organization","Not available"
"679_1",374,"","United States","Media","Not available"
"680_0",375,"","India","State institutions / political system","Political parties"
"680_1",375,"","India","Other","Not available"
"681_0",376,"","United Kingdom","State institutions / political system","Not available"
"681_1",376,"","United Kingdom","State institutions / political system","Government / ministries"
"682_0",377,"","Uganda","State institutions / political system","Government / ministries"
"683_0",378,"","United Kingdom","Media","Not available"
"684_0",379,"","Saudi Arabia","Critical infrastructure","Energy"
"685_0",379,"","Qatar","Critical infrastructure","Energy"
"686_0",380,"","United Kingdom","State institutions / political system","Government / ministries"
"687_0",381,"","Japan","State institutions / political system","Government / ministries"
"687_1",381,"","Japan","State institutions / political system","Judiciary"
"688_0",382,"","United States","State institutions / political system","Government / ministries"
"689_0",383,"","Philippines","State institutions / political system","Government / ministries"
"690_0",384,"","South Africa","State institutions / political system","Police"
